data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Tính năng nổi bật: nfc, sạc nhanh 33w, camera 108mp 
Đúng với mô tả: đúng với mô tả 
Chất lượng sản phẩm: tốt
Vừa nhận được hàng, cảm quan thì thấy tốt, máy đẹp, mua cho mẹ sử dụng nên mình cũng không vọc nhiều, đặt 15, 17 giao tới, săn sale thì còn 3tr5 quá hời.",,,,,Positive,,Positive,,Positive,Positive,
Điễn thoại nhìn đẹp giá rẻ nếu sử dụng ngon xẽ ủng hộ cửa hàng tiếp tặng cửa hàng 5*,,,,,Positive,,Positive,,,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb lựa chọn màu sắc tuyệt vời!, thiết kế mượt mà, rất ưng!, tuổi thọ pin lâu dài.,",Positive,,,,Positive,,,,,,
"Vân tay nhận kém, phải chạm nhiều lần. Khác với mô tả mở khóa ngay. Tính năng bảo mật sinh trắc hay lỗi. Nhiều lần phải nhập mã pin, rất bất tiện",,,,,,,,,,Negative,
đúng sản phẩm nhưng khác đời máy (ghi 2024) nhưng giao phiên bản 2021,,,,,,,,,Negative,,
"Dung lượng lưu trữ: samsung galaxy m21 
Nhóm màu: xanh dương đang thử nghiệm sản phẩm, chưa biết như thế nào sử dụng một thời gian rồi đánh giá sau...",,,,,,,,,,Neutral,
shipping mất 7 ngày camera zoom thiếu chi tiết đóng hàng thiếu túi chống sốc,,Negative,,,,Negative,,,Negative,,
"Tính năng nổi bật: mọi chức năng hoạt động tốt 
Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt
Máy gần như mới luôn, cảm ơn cửa hàng",,,,,,,,,,Positive,
"Chất lượng sản phẩm: không đạt 
Đúng với mô tả: gian lận 
Tính năng nổi bật: máy 3tr8 nhưng chất lượng như đồ chơi, không xứng đáng, hối hận",,,,,,,Negative,,,,
"Camera chụp đêm nhiễu hạt nặng, pin hao khi sử dụng định vị. Giao hàng chậm 9 ngày, đóng gói yếu làm móp cạnh.",Negative,Negative,,,,Negative,,,Negative,,
"Nhóm màu: xanh than máy mới, pin tốt. Nói chung với mức giá như vậy là tốt rồi.",Positive,,,,,,Positive,,,,
Màn hình có kích thước 6.7 inch theo số liệu từ nhà sản xuất.,,,,Neutral,,,,,,,
"Rất tuyệt vời! tôi đã mua by-v trước đó, nó trông giống nhau nhưng có 4 micro và hộp sạc. Nó thực sự hữu ích cho việc chụp ảnh cảnh và âm thanh rõ ràng hơn.",,Positive,,,,,,,,Positive,
"màn thì bị hở sáng ,loạn cảm ứng ,pin thì chai nặng",Negative,,,Negative,,,,,,,
"Chất lượng sản phẩm: tạm 
Đúng với mô tả: đúng với mô tả pin trâu sạc nhanh.máy không sử dụng thẻ nhớ 2 khay sim.",Positive,,,,,,,,,,
"Không xuất vat cho khách mặc dù đã push rất nhiều lần, không biết có phải hàng lậu không nữa 🤣",,,,,,,,Negative,,,
"Màu sắc: đen 
Phân loại: nguyên seal máy đẹp và rẻ rất đáng mua sử dụng rất mượt không hiện tượng dật lag 5 sao",,,Positive,,Positive,,Positive,,,,
pin hơi yếu nhưng giá rẻ cho 5 sao,Negative,,,,,,,,,,
Color family: color random sản phẩm: điện thoại sử dụng mượt,,,Positive,,,,,,,,
Thời gian giao hàng dự kiến từ 2-3 ngày làm việc.,,,,,,,,,Neutral,,
không đúng mô tả các ứng dụng trên điện thoại không sử dụng được.,,,,,,,,,,Negative,
"Tình trạng: 96% 
Nhóm màu: vàng cửa hàng giao hàng nhanh sản phẩm có pin giá ổn cửa hàng bảo 96% theo mình nghỉ không tới mặt sau trầy sướt nhiều giửa thân còn móp .",Negative,,,,Negative,,Positive,,Positive,,
camera selfie thiếu sáng pin tụt khi dùng flash đóng hàng thiếu lớp chống xước,Negative,Negative,,,,Negative,,,,,
"Màu sắc: màu ngẫu nhiên sản phẩm: tuyệt vời,cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè",,,,,,Positive,,Positive,Positive,,
"Nhóm màu: yellow 
Dung lượng lưu trữ: 128gb hàng chính hảng tốt. Nhưng chọn màu vàng mà mặt sau nó ra màu kem trắng hơi nữ tính hu hu..",,,,,,,,,,Positive,
"Ship quá lâu. Mình ở hcm, thấy cửa hàng ở hcm nên đặt. Nhưng đơn lại đi từ hà nội. Ngày 25 đặt mà ngày 3 mới nhận được hàng.",,,,,,,,,Negative,,
"Giao hàng nhanh , mua được với giá rẻ, cho cửa hàng 5 sao",,,,,,,Positive,,Positive,,
"Hàng bị móp méo góc trên.mà mình khẳng định là do rơi trước khi đóng gói vận chuyển,vì trong có 2 lượt túi nổ chống sốc rồi.vận chuyển mất tận 5 ngày",,,,,Negative,,,,Negative,,
Pin tụt quá nhanh. Mô tả pin trâu là sai. Hiệu năng ì ạch. Pin sử dụng chưa được nửa ngày đã hết. Máy nóng ran. Ship chậm hơn 5 ngày so với dự kiến. Chăm sóc khách hàng hứa lèo,Negative,,Negative,,,,,Negative,Negative,,
Giao hàng nhanh. Máy không được mượt rất lag. Mình mua cho người già sử dụng zalo thôi. Nếu có thể các bạn nên mua máy mới,,,Negative,,,,,,Positive,,
"Đã nhận được hàng giao hàng nhanh giá rẻ hơn cửa hàng cửa hàng hỗ trợ nhiệt tình đã nhận hàng lâu mua dùm người thân nên vừa mua về đã đưa không có hình ảnh, hình ảnh mang tính nhận xu đã sử dụng 1 thời gian chưa thấy vấn đề gì",,,,,,,Positive,Positive,Positive,,
"lần đầu tiên mua sản phẩm của cửa hàng , mình khá ưng ý khi nhận sản phẩm. cửa hàng bọc kĩ sản phẩm.",,,,,,Positive,,,,,
"Cảm ứng kém không giống hình pin tụt nhanh chóng. Mới sạc đầy ra đường là còn 50% pin, quá tệ hại.,",Negative,,,Negative,,,,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng giao hàng nhanh đóng gói cẩn thận, trải nghiệm máy 1 tuần thì máy mượt chỉ game thì tầm giá này nên mua máy",,,Positive,,,Positive,Positive,,,,
"color: đen-2xl dễ phối đồ và linh hoạt, chất liệu chất lượng cao, lý tưởng cho hoạt động thể thao,",,,,,,,,,,,Neutral
Shop cung cấp thông tin về thông số kỹ thuật của sản phẩm khá chính xác.,,,,,,,,Neutral,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb rất tốt , săn được cái déal cũng khá tốt",,,,,,,,,,Positive,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb tuổi thọ pin lâu dài, bộ xử lý mạnh mẽ và nhanh chóng, dịch vụ khách hàng xuất sắc,",Positive,,Positive,,,,,Positive,,,
"Màu sắc: bạc 
Phân loại: nguyên seal thiếu củ sạc không nói nhưng máy có dấu hiệu đã mở lên che lại qua loa",,,,,,Negative,,,,Negative,
"Nhóm màu: vàng 
Dung lượng lưu trữ: 16gb điện thoại chưa sử dụng nhiều nên chưa biết nhưng pin thì hết nhanh",Negative,,,,,,,,,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: nguyên seal 
Tính năng nổi bật: 120hz, tricker, sạc nhanh 33w, pin 6000 mua dùm cho người nhà, trước đó mua tecno pova5 nhưng con này ngon hơn, màn quét mượt hơn, hiệu năng game ngon hơn tecno nhiều",,,Positive,Positive,,Positive,,,,,
Có hiện tượng màn không vuối được,,,,Negative,,,,,,,
Cũng tốt so với tầm giá chưa quen sử dụng máy gaming nên cảm giác hơi lạ,,,,,,,Positive,,,,
"Hàng chính hãng bọc hàng kỹ, có băng dính niêm phong, 2 lần chống sốc rất kỹ mua ngày 7/7 thì 8/7 mới kích hoạt bảo hành tự động săn sale 7/7 được giảm giá 5 triệu luông lần đầu mua hàng giá trị cao qua shopee nhưng rất yên tâm sử dụng 1 tháng rồi mới đánh giá",,,,,,Positive,Positive,,,,
Đúng với mô tả:cửa hàng làm ăn cực uy tín nha,,,,,,,,,,Positive,
Nhóm màu: đen sử dụng khá mượt mà. Sóng khoẻ. Đáng mua nếu so với giá flash sale,,,Positive,,,,Positive,,,,
"Điện thoại dễ thương, sử dụng ổn không biết bền không, nhưng mượt nha...",,,Positive,,Positive,,,,,,
"Color: đen-xl tuyệt vời cho phong cách đường phố, hiện đại và thời trang, thời trang hàn quốc đang thịnh hành, ôm vừa và thoải mái,",,,,,,,,,,,Neutral
"Hiệu năng rất tốt, camera mức trung bình ổn.",,Positive,Positive,,,,,,,,
Hiệu năng cực kỳ thất vọng. Máy bị đơ cứng khi đang sử dụng. Chăm sóc khách hàng không giải quyết triệt để. Lag liên tục. Pin tệ. Chăm sóc khách hàng chỉ biết xin lỗi rồi thôi,Negative,,Negative,,,,,Negative,,,
đóng gói sơ sài phụ kiện lỏng pin hao pin khi dùng bluetooth chăm sóc khách hàng thái độ,Negative,,,,,Negative,,Negative,,,
"Variation3: đen xanh vàng 
Dung lượng lưu trữ: 32gb 
Phân loại sản phẩm: 50cai. Hàng như sít hư",,,,,,,,,,Negative,
"Color family: pink storage capacity: 128gb chất lượng:perfect tính năng:multifunction em bé màu hồng này xinh lắm luôn, mở hộp là mát lòng mát dạ, lazada giao hàng nhanh và đóng gói kĩ, shipper thân thiện. Mình rất hài lòng nhé. Máy mới toanh, nguyên tem nhãn.",,,,,Positive,Positive,,,Positive,,
"Nhóm màu: black 
Dung lượng lưu trữ: 256gb máy đẹp, giao hàng siêu nhanh",,,,,Positive,,,,Positive,,
"Nhóm màu: white 
Dung lượng lưu trữ: 256gb nhận được hàng đúng hẹn, năm nay lazada làm việc quá chất. canh mãi mua được mỗi con màu trắng, màu vàng không mua được",,,,,Positive,,,,Positive,,
"Tính năng nổi bật: tốt 
Đúng với mô tả: chuẩn 
Chất lượng sản phẩm: sử dụng mới biết được cửa hàng giao hàng nhanh đóng gói cẩn thận",,,,,,Positive,,,Positive,,
"Cửa hàng tư vấn nhanh, có hđ kèm hàng đầy đủ. Có điều mình não cá vàng ấn nhầm mật khẩu ra viettel store không được hỗ trợ nhiệt tình . Không mua bên cửa hàng drunk mà ra bên đó các b nhiệt tình dã man, còn không lấy phí chạy lại pm. Mọi người có thể tham khảo thêm nhé.",,,,,,,,Positive,,,
Sử dụng máy kém chất lượng,,,,,,,,,,Negative,
"Máy điện thoại samsung a50s mất vân tay,mất hiển thị đồng hồ màn hình khóa, bấm 2 lần không mở màn hình, nâng lên không mở màn hình pin tuột nhanh,mọi người mua nên cân nhắc điều nầy.",Negative,,,Negative,,,,,,,
Giao đúng hàng đã mua rất ưng ý,,,,,,,,,,Positive,
Sử dụng làm máy phụ vào công ty.,,,,,,,,,,Neutral,
"Dở tệ sai lệch dở đóng gói kém an toàn. Pin sạc chậm.,",Negative,,,,,Negative,,,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: rất nhiều tính năng 
Đúng với mô tả: đúng sản phẩm đúng mô tả, đóng gói cẩn thận, giao hàng nhanh, pin khá bền, máy sử dụng mượt. Cửa hàng uy tín nhaaaaa, có thể tham khảo để mua hàng nhé!",Positive,,,,,Positive,,,Positive,Positive,
"Đúng với mô tả: đúng 
Tính năng nổi bật: tốt
Sản phẩm đẹp keng nguyên zin full box máy đẹp lắm ạ tím thiên văn",,,,,Positive,Positive,,,,,
"Dễ sử dụng và có thể phát trực tiếp cho 4 người, giá rất rẻ và giao hàng nhanh chóng.",,,,,,,Positive,,Positive,,
Chất lượng sản phẩm: màn hình có độ phân giải và tái tạo màu đúng theo mô tả kỹ thuật.,,,,Neutral,,,,,,,
"Thời lượng pin ở mức trung bình, đáp ứng được cho các nhu cầu sử dụng thông thường.",Neutral,,,,,,,,,,
"Chất lượng sản phẩm: máy 98% 
Đúng với mô tả: √ 
Tính năng nổi bật: √ máy 98-99%..",,,,,,,,,,Positive,
"Color: đen-l vừa vặn thoải mái và rộng rãi,",,,,,,,,,,,Neutral
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt
Đến hiện tại dúng vẫn tốt nha, trộm vía chưa có lỗi lầm gì cả",,,,,,,,,,Positive,
"Tính năng nổi bật: tệ 
Đúng với mô tả: không mua hàng mới nhưng giáo hàng đã qua sử dụng",,,,,,,,,,Negative,
Đóng gói không chắc chắn máy va đập hỏng loa camera màu sắc lệch lạc shipping phí cao nhưng chậm,,Negative,,,,Negative,,,,,
Nhóm màu: màu đen điện thoại pin kém chất lượng xài chưa gì đã hết pin. Không như quảng cáo.,Negative,,,,,,,,,,
"Sản phẩm: sản phẩm chất lượng kém bỏ túi không sài cũng bóc cháy pin, pin thật sự quá tệ.",Negative,,,,,,,,,,
"Nhóm màu: tai nghe .. 
Dung lượng lưu trữ: 8gb máy chụp hình và quay phim rất rõ nét, mẫu mã thiết kế đẹp mắt, cầm tay vừa vặn. Lướt web chơi game nhanh, mượt . Nhìn chung mình rất hài lòng về sản phẩm của cửa hàng",,Positive,Positive,,Positive,,,,,,
Bùn .đăc trắng giao hồng.tặng sạc lỏ.anh em mua bên maytinhbanghaiphong uy tính hơn,,,,,,,,,,Negative,
"điện thoại mới sử dụng mà lag lắm, lâu lâu đang làm tự dưng đứng máy xong chờ hơn chục phút nó tự tắt đi bật lại, lưu trữ ảnh cũng không được bao nhiêu. Nói tóm lại tạm với tầm giá thôi. (hình ảnh chỉ mang tính chất nhận xu)",,,Negative,,,,Positive,,,,
"Variation3: màu đen variation1: samsung j8 -3/32g not what i ordered, i ordered samsung a51 and i was give samsung j8",,,,,,,,,,Negative,
Sản phẩm đúng mô tả nguyên seal,,,,,,,,,,Positive,
"Điện thoại đã thay màn, ép kính, hàng đểu, giá đắt hơn điện thoại trên cho tốt",,,,,Negative,,Negative,,,,
Phiên bản: ram 4/64gb rất hài lòng!,,,,,,,,,,Positive,
Đúng với mô tả: vừa hết 15 ngày đổi trả là bị đơ máy quá kê,,,Negative,,,,,,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: tốt 
Đúng với mô tả: tốt
Nguyên seal. Đẹp nhỏ gọn. Jwngs dụng đầy đủ. Mỗi tội không có phím chỉnh âm lượng.",,,,,Positive,,,,,Positive,
"Phần mềm lỗi vặt, app hay crash. Khác với mô tả phần mềm ổn định. Tính năng đồng bộ cloud thất thường. Pin xuống nhanh, không có phụ kiện theo như quảng cáo, ship trễ",Negative,,,,,,,,Negative,Negative,
"Camera sọc ảnh mẫu khác chụp đêm dở, autofocus fail,",,Negative,,,,,,,,,
"Đã nhận hàng đúng như quảng cáo chỉ có điều mẹ chê to nên lại liên hệ cửa hàng để đổi con khác nhưng cửa hàng không đổi mình lại ra chi nhánh cửa hàng bán lại chịu lỗ cửa hàng thu mua lại trừ 20% , anh chị e nào mua thì chú ý nhé",,,,,,,,,,Negative,
"Color family: random color sản phẩm: màu đen cáp sạc máy sử dụng rất ổn, cấu hình thì không cần phải bàn. mọi thứ về máy đều rất tốt 👍.",,,Positive,,Positive,,,,,,
"Chưa trả góp xong cái này thì 1 tuần nhận hàng mất điện thoại luôn :)), mình mua cái này là cái t2 rồi, cái 1st sau 3 tháng sử dụng thấy được lắm nha, giá sale 2tr1 nên mua, tại không bít còn loại nào ngon tầm giá này không",,,,,,,Positive,,,,
"Nhóm màu: nhiều màu 
Dung lượng lưu trữ: 128gb giao hàng nhanh lắm.nhận được máy đẹp khá ngon nha.máy nhanh mượt. Cảm ơn cửa hàng lần sau ủng hộ tiếp",,,Positive,,Positive,,,,Positive,,
"Nhóm màu: màu xanh điện thoại mới zin đẹpaf màn hình ám hơn nửa man hình âk, ảnh chụp không đẹp lắm",,Negative,,Negative,,,,,,,
"Mặt kính dễ xước sai cấu hình âm thanh nhỏ,",,,,Negative,,,,,,Negative,
"Màu sắc: bạc 
Phân loại: nguyên seal không sạc hàng tốt như mô tả",,,,,,,,,,Positive,
Mức giá của sản phẩm nằm trong khoảng dự kiến.,,,,,,,Neutral,,,,
cũng khá tốt nhưng mà cái nút điện thoại bị thay bằng cái nút khác rồi nên không hài lòng mấy,,,,,Negative,,,,,Negative,
